userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes
1574176,19,1,1994,1,female,182,20,13,3
2177499,36,23,1977,4,male,448,20,12,3
2117704,46,10,1967,10,male,1115,20,9,3
1909144,59,1,1954,1,male,298,19,2,3
1127905,17,8,1996,1,male,142,20,16,3
1867969,18,28,1995,1,male,412,20,16,3
1389654,21,24,1992,4,male,168,19,12,3
1473074,22,18,1991,5,female,232,19,11,3
1668488,28,1,1985,1,male,85,20,4,3
1213305,34,28,1979,2,male,391,20,12,3
1502168,38,21,1975,2,male,480,19,15,3
1756317,41,9,1972,11,female,140,19,12,3
2174915,40,19,1973,6,male,515,20,12,3
1857637,40,30,1973,8,male,166,19,18,3
1150389,50,22,1963,2,female,566,20,16,3
1641767,56,20,1957,9,male,155,20,20,3
1756820,57,8,1956,9,female,733,19,15,3
1259132,18,5,1995,3,male,96,19,12,3
1670134,19,13,1994,4,male,100,20,16,3
1316243,19,30,1994,7,male,192,20,18,3
1024418,23,1,1990,1,male,298,20,8,3
1357264,24,25,1989,6,male,85,19,15,3
2106717,26,9,1987,10,female,157,19,15,3
1543083,29,14,1984,11,male,490,19,14,3
1050613,31,6,1982,1,male,244,20,7,3
1092466,33,8,1980,1,male,281,20,17,3
1950006,37,2,1976,6,male,482,19,9,3
2028415,44,10,1969,7,male,174,19,15,3
1197527,53,22,1960,2,male,463,20,5,3
2114850,77,6,1936,8,female,27,19,8,3
1446541,17,28,1996,5,male,165,19,15,3
1708375,18,1,1995,1,female,35,20,13,3
1909531,21,11,1992,10,male,412,19,10,3
1262839,25,1,1988,1,male,52,20,16,3
1457418,25,8,1988,8,male,300,19,16,3
1213269,29,12,1984,6,male,391,20,16,3
1426910,37,12,1976,10,female,194,20,19,3
1816211,42,22,1971,4,male,472,19,10,3
1555116,61,23,1952,12,female,229,20,16,3
1878091,63,7,1950,8,female,1711,20,10,3
1989950,17,31,1996,10,male,27,20,14,3
2057409,21,5,1992,2,male,33,20,15,3
1764254,23,1,1990,1,male,371,20,17,3
2114965,23,14,1990,3,female,204,19,16,3
1923146,24,1,1989,1,male,12,20,17,3
1438356,25,19,1988,9,male,234,19,13,3
1254227,28,15,1985,7,male,424,19,4,3
1528710,40,25,1973,5,male,894,19,3,3
1317541,46,5,1967,6,male,90,19,16,3
1253680,62,6,1951,1,female,832,19,13,3
1410990,64,25,1949,3,male,253,19,11,3
1000730,70,31,1943,7,female,10,20,9,3
1837088,21,24,1992,3,male,365,20,16,4
1202010,22,18,1991,3,male,509,19,17,4
1087594,60,23,1953,12,female,213,19,16,4
1677895,60,30,1953,7,male,1200,20,8,4
1196514,13,19,2000,7,male,61,20,17,4
1021234,17,8,1996,3,male,324,20,18,4
1736203,23,11,1990,9,male,498,19,16,4
1586502,53,23,1960,2,male,1174,19,8,4
1045401,57,23,1956,2,female,1776,19,7,4
2026782,74,1,1939,12,female,1192,19,9,4
1364727,18,12,1995,10,female,470,20,6,4
2048105,60,3,1953,6,male,1578,19,10,4
1344095,66,8,1947,1,male,1031,20,15,4
2166447,67,24,1946,2,male,890,20,19,4
1138287,64,23,1949,5,male,1725,20,8,4
1833391,18,20,1995,7,male,494,20,12,4
1176449,24,8,1989,10,male,43,19,17,4
1066787,25,1,1988,1,male,50,19,18,4
1425288,29,31,1984,10,male,48,20,17,4
1506683,41,23,1972,12,male,276,19,15,4
2099076,41,12,1972,6,female,570,20,9,4
2059148,42,21,1971,7,female,264,19,12,4
1272667,22,1,1991,1,female,542,19,9,4
1058723,33,31,1980,8,male,356,19,6,4
2071486,56,11,1957,10,female,214,19,17,4
1627419,63,27,1950,6,male,1620,19,5,4
1202618,25,6,1988,8,male,70,19,12,4
1231545,35,31,1978,12,female,90,19,11,4
1114200,47,18,1966,12,male,822,20,11,4
1876980,58,12,1955,7,female,475,20,18,4
1398004,21,1,1992,1,male,25,20,18,4
2049540,24,30,1989,1,male,149,19,16,4
2054593,25,21,1988,4,female,376,19,8,4
1636937,32,27,1981,2,female,117,20,11,4
1876965,40,20,1973,4,female,221,19,9,4
2044854,51,7,1962,5,male,842,20,12,4
1435393,91,23,1922,4,female,437,19,10,4
1694641,44,29,1969,8,female,375,20,10,5
2040343,79,11,1934,5,female,144,19,9,5
1129391,74,8,1939,10,female,92,19,14,5
2113242,14,9,1999,4,male,19,20,19,5
1635357,43,17,1970,7,female,310,20,7,5
1627038,62,10,1951,2,male,371,19,15,5
1522831,21,1,1992,1,male,1,19,19,5
1872377,40,13,1973,9,male,194,20,19,5
1562335,54,16,1959,4,female,419,19,13,5
2097529,60,20,1953,5,male,802,19,9,5
1487115,69,15,1944,1,female,68,20,16,5
1865217,33,9,1980,1,female,97,20,15,5
1925250,46,21,1967,9,female,229,19,15,5
1609565,53,22,1960,3,male,620,20,13,5
1818401,16,17,1997,9,male,299,20,14,5
2044145,25,23,1988,8,male,196,19,13,5
2020887,28,7,1985,11,male,250,20,1,5
2065479,27,1,1986,1,male,989,19,17,5
1022555,30,16,1983,1,male,560,20,2,5
2154358,46,23,1967,5,female,271,20,16,5
1267214,51,2,1962,7,male,677,19,5,5
2119454,56,13,1957,4,male,707,20,11,5
1323540,67,16,1946,9,female,684,20,13,5
1957223,74,28,1939,8,male,1564,19,10,5
1899823,15,19,1998,11,male,47,20,16,5
1222818,19,1,1994,1,male,113,20,19,5
1117405,23,8,1990,11,male,236,19,15,5
1965324,23,10,1990,10,female,467,19,10,5
1576176,31,24,1982,9,male,274,19,7,5
1108461,36,13,1977,8,male,20,19,12,5
1133068,40,27,1973,10,male,596,19,14,5
1003247,47,21,1966,7,male,1714,20,9,5
1976379,52,2,1961,12,female,440,19,15,5
1305239,68,9,1945,3,female,1070,20,10,5
1873788,69,18,1944,10,male,471,19,12,5
1416349,21,28,1992,10,male,156,20,16,5
1720653,27,13,1986,7,female,645,20,10,5
1631716,40,21,1973,9,male,306,20,14,5
2108435,45,5,1968,9,female,411,20,13,5
2054376,50,23,1963,10,male,311,20,10,5
1942466,64,20,1949,10,male,404,20,8,5
1532733,17,5,1996,7,male,111,20,2,5
1361268,18,23,1995,4,female,48,20,13,5
2110436,27,5,1986,8,male,30,20,12,5
1476050,30,24,1983,3,male,340,20,8,5
1890273,49,2,1964,12,male,302,19,15,5
2159287,54,17,1959,11,female,400,20,13,5
1870316,22,10,1991,1,male,111,19,8,6
1923043,52,12,1961,6,male,389,19,3,6
1316485,53,12,1960,7,female,533,20,14,6
1253485,55,28,1958,2,male,275,19,17,6
1486878,14,21,1999,8,female,248,19,13,6
1953470,30,17,1983,6,female,656,20,9,6
1264644,33,1,1980,1,female,378,19,10,6
1209272,73,3,1940,3,male,462,20,15,6
2097999,73,9,1940,2,female,1346,20,12,6
1095981,74,20,1939,9,female,1416,20,8,6
1788388,51,6,1962,9,female,899,20,9,6
1624393,16,16,1997,4,male,36,19,16,6
1655092,17,1,1996,1,male,56,20,19,6
1714174,24,25,1989,6,male,147,19,8,6
1872676,33,19,1980,9,male,283,19,12,6
2124078,108,5,1905,1,female,577,19,9,6
1076662,22,3,1991,4,male,472,20,5,6
1360024,23,13,1990,6,male,145,19,13,6
1866145,25,5,1988,1,male,150,19,13,6
1903908,33,23,1980,4,male,1558,19,9,6
1135118,49,15,1964,11,male,261,20,15,6
1098403,52,24,1961,4,male,365,20,17,6
1007615,60,24,1953,5,female,66,19,2,6
1519518,23,1,1990,1,male,52,19,18,6
1867948,26,23,1987,7,female,288,19,16,6
1089655,33,4,1980,12,female,498,19,5,6
1319714,34,10,1979,12,female,231,20,12,6
2024836,44,5,1969,8,male,581,20,10,6
1626113,70,23,1943,6,female,355,20,16,6
1474475,14,24,1999,11,female,106,20,15,6
1473407,16,20,1997,9,male,179,20,13,6
1939698,33,1,1980,1,male,32,19,16,6
1653890,55,14,1958,10,male,137,20,4,6
1517016,22,18,1991,8,male,677,20,18,7
2057544,23,9,1990,7,male,93,19,12,7
2038696,49,6,1964,2,female,546,19,16,7
1899699,62,24,1951,7,female,1713,20,12,7
1570246,41,14,1972,12,male,520,19,12,7
1330929,49,20,1964,8,female,405,19,14,7
1403558,70,1,1943,7,female,313,20,14,7
1022685,23,20,1990,10,male,410,19,7,7
1738780,41,4,1972,8,male,316,20,14,7
2053760,25,27,1988,4,female,9,19,15,7
2140231,53,31,1960,12,male,116,20,16,7
1897980,46,14,1967,6,female,183,19,13,7
1025496,93,10,1920,5,female,1329,19,5,7
1433767,22,17,1991,11,male,182,20,9,7
1979491,22,5,1991,7,male,873,19,7,7
1555285,27,16,1986,11,male,58,19,19,7
1684823,38,27,1975,11,female,78,20,6,7
1316318,42,5,1971,10,male,106,19,17,7
1925857,62,25,1951,11,male,369,19,13,7
1834702,16,21,1997,12,male,96,19,15,7
1321844,26,18,1987,3,male,81,19,13,7
1420743,26,12,1987,10,male,483,19,17,7
1474250,29,13,1984,11,female,152,20,17,7
1939375,25,1,1988,10,male,62,19,14,7
1743449,29,4,1984,1,male,121,19,19,7
1807972,41,18,1972,12,female,64,19,9,7
1133468,50,1,1963,1,male,7,19,16,7
2102893,106,14,1907,4,male,1007,19,8,7
1788222,19,19,1994,1,male,394,20,11,7
1821508,21,21,1992,3,male,14,19,11,7
1899521,24,17,1989,8,female,517,20,8,7
1707467,55,4,1958,12,female,168,19,10,7
2119827,58,15,1955,10,female,516,19,14,7
1875681,15,19,1998,2,male,713,19,18,8
1487364,15,25,1998,8,male,74,19,14,8
1778343,19,11,1994,11,female,385,19,14,8
1708528,58,21,1955,3,female,285,20,12,8
1272234,69,7,1944,11,male,221,20,9,8
1384058,19,10,1994,1,female,187,20,4,8
1452418,29,3,1984,10,male,701,19,6,8
1272063,17,17,1996,6,male,288,19,10,8
2060013,25,21,1988,9,male,45,19,17,8
1951866,26,21,1987,3,male,459,20,18,8
1155813,33,4,1980,4,male,303,19,10,8
1629207,43,14,1970,7,male,91,19,18,8
2127226,55,15,1958,1,female,617,20,13,8
1004694,66,2,1947,5,female,2335,19,2,8
1189368,71,23,1942,7,female,209,20,16,8
1468163,23,27,1990,8,male,7,19,18,8
1000103,65,20,1948,2,female,595,20,7,8
1523726,35,19,1978,12,male,295,20,14,8
1933777,47,1,1966,8,male,1185,20,17,8
1254413,69,3,1944,7,male,671,20,15,8
1965828,49,25,1964,4,female,90,19,14,8
2003708,51,23,1962,2,male,838,19,11,8
1017269,70,8,1943,12,female,818,20,10,8
1971735,14,7,1999,1,male,453,19,19,9
2154889,22,28,1991,11,male,389,20,5,9
2105572,23,2,1990,2,female,291,19,1,9
1503965,65,28,1948,4,male,91,20,15,9
1538236,74,10,1939,4,female,840,19,15,9
2129290,27,7,1986,12,male,302,20,13,9
1138292,26,3,1987,3,male,408,20,20,9
1169351,75,7,1938,7,female,1576,20,12,9
1236394,20,5,1993,3,male,314,19,15,9
1938592,32,8,1981,10,male,259,19,19,9
1622292,22,15,1991,11,male,48,19,11,9
1622699,67,25,1946,2,female,310,20,15,9
1114505,71,9,1942,9,female,1696,19,7,9
1285953,21,2,1992,2,female,112,20,13,9
1732436,39,17,1974,6,female,573,20,13,9
1021334,20,1,1993,1,female,32,20,17,9
1042700,25,6,1988,5,male,664,19,16,9
1653567,37,21,1976,1,male,1206,20,6,9
1711907,67,4,1946,2,male,2030,20,10,9
2043292,71,5,1942,11,female,343,20,8,9
1543461,74,23,1939,3,male,869,20,10,9
1375222,16,8,1997,10,male,325,19,10,9
2030490,21,19,1992,11,female,477,20,14,9
1789480,23,5,1990,5,male,195,19,10,9
2092149,24,18,1989,3,male,58,19,14,9
2000265,20,4,1993,7,female,330,19,8,9
2182981,103,23,1910,10,female,99,20,8,9
1509827,23,1,1990,1,female,453,20,18,9
1426414,36,27,1977,10,male,66,20,9,9
1607406,59,23,1954,11,male,192,19,3,9
2181548,21,20,1992,3,male,36,20,16,10
1530897,43,13,1970,11,female,158,20,16,10
1524907,28,1,1985,1,male,402,19,17,10
1349391,22,18,1991,8,male,18,20,14,10
1317614,31,6,1982,6,female,109,20,14,10
1718350,35,10,1978,1,male,267,20,13,10
1649998,49,1,1964,12,male,153,19,15,10
1996542,29,8,1984,4,male,177,19,12,10
2152554,38,13,1975,2,female,164,19,14,10
1171542,46,22,1967,11,female,60,20,7,10
1418367,60,21,1953,12,male,62,19,16,10
1816576,22,11,1991,4,female,441,20,7,10
1008880,28,4,1985,5,female,154,20,14,10
1651000,55,5,1958,7,female,358,19,12,10
1368781,68,17,1945,8,male,112,20,18,10
1540321,19,20,1994,6,male,67,19,16,11
1577931,29,5,1984,6,male,284,20,19,11
1081576,31,7,1982,7,female,355,19,12,11
2176431,52,1,1961,7,male,116,19,15,11
1524828,21,8,1992,8,female,105,19,14,11
1768131,51,6,1962,2,female,588,20,14,11
1861377,53,17,1960,5,female,751,20,17,11
1795227,54,5,1959,12,female,425,19,11,11
2056053,63,3,1950,6,female,1576,19,9,11
1707564,93,16,1920,4,female,1547,20,12,11
1129357,21,23,1992,1,male,213,19,9,11
1464192,14,26,1999,1,female,226,20,15,11
1132288,46,11,1967,11,male,642,20,12,11
1462503,75,18,1938,12,male,1432,19,10,11
1459870,16,9,1997,3,male,88,20,16,11
1776236,28,17,1985,5,male,242,20,11,11
1125773,41,20,1972,3,male,213,20,13,11
1352651,54,1,1959,10,female,126,19,13,11
1838871,24,3,1989,3,female,109,20,9,11
2111102,26,2,1987,2,male,334,20,15,11
2118402,27,13,1986,3,female,228,19,13,11
2118958,34,10,1979,12,male,500,20,7,11
1762795,38,6,1975,6,male,26,20,8,11
1422896,65,1,1948,7,female,669,19,9,12
1800732,43,12,1970,12,female,490,19,18,12
1570630,28,3,1985,11,female,457,19,5,12
1673274,15,23,1998,5,male,1,20,20,12
1800491,17,30,1996,6,male,19,20,15,12
1618697,55,1,1958,5,male,285,20,8,12
1695767,18,5,1995,12,male,368,20,12,12
1226772,25,25,1988,1,female,52,19,12,12
1116169,36,28,1977,9,female,421,19,13,12
1788856,37,13,1976,6,male,174,20,15,12
1914701,46,8,1967,3,male,360,19,13,12
2021634,52,12,1961,5,female,519,20,12,12
1375246,21,10,1992,6,male,406,20,15,12
1162085,28,2,1985,9,female,102,20,16,12
1023329,42,1,1971,5,female,548,19,6,12
2103738,99,26,1914,9,female,1345,20,12,12
1994437,33,2,1980,2,male,740,19,16,12
1982966,25,12,1988,11,female,31,20,10,12
1677621,41,27,1972,10,male,243,20,6,12
1676939,66,19,1947,5,male,233,20,18,12
1258409,36,19,1977,10,male,408,19,14,13
1956983,52,28,1961,1,male,430,19,8,13
1326622,68,26,1945,2,male,258,20,18,13
1163372,38,5,1975,5,male,744,19,18,13
1941095,62,8,1951,9,male,1607,20,9,13
2114485,21,9,1992,12,male,88,19,17,13
1791230,24,18,1989,3,male,65,20,19,13
1469411,31,1,1982,6,male,57,19,17,13
1001567,33,13,1980,11,female,445,20,16,13
1203780,64,2,1949,1,female,1175,20,12,13
1665554,23,1,1990,1,male,20,19,17,13
1036616,31,22,1982,11,male,274,19,14,13
2146696,36,3,1977,10,male,72,19,15,13
1476957,25,1,1988,1,male,106,19,19,13
1415420,26,1,1987,1,male,403,20,15,13
1797980,48,22,1965,10,female,87,19,16,13
1421678,19,15,1994,9,male,225,20,11,14
1427610,37,19,1976,7,female,480,19,13,14
1333074,113,3,1900,8,female,1311,20,7,14
1463813,55,22,1958,3,female,777,19,12,14
2128167,58,26,1955,8,male,1077,19,10,14
1539325,25,3,1988,2,male,478,20,9,14
1189247,34,13,1979,10,male,284,19,13,14
1358240,63,23,1950,7,male,180,19,7,14
1262789,24,23,1989,3,female,488,20,13,14
1467200,31,5,1982,1,male,146,20,15,14
1485868,36,3,1977,3,female,365,20,18,14
1409824,26,13,1987,9,female,100,20,10,14
1315548,69,23,1944,6,female,746,19,9,15
1982667,62,20,1951,10,female,1171,20,6,15
1074520,18,2,1995,10,male,267,19,14,15
1661590,33,25,1980,1,male,365,19,16,15
1331774,34,11,1979,3,male,270,20,7,15
2081131,14,29,1999,9,male,38,20,7,15
1219197,36,11,1977,2,female,216,20,8,15
1955881,57,10,1956,9,female,1208,20,12,15
1065730,24,4,1989,3,male,154,19,14,15
2154708,30,6,1983,12,male,18,20,5,15
1808305,59,16,1954,4,male,384,19,6,16
1827447,19,1,1994,5,female,360,19,12,16
1890096,26,12,1987,6,male,393,19,17,16
1794781,56,6,1957,3,male,19,19,11,16
1138682,36,26,1977,10,male,1009,19,15,16
1283665,24,12,1989,3,male,22,19,18,16
2000657,40,22,1973,10,female,19,20,16,16
1243647,67,24,1946,11,female,87,20,20,16
1332498,14,14,1999,9,female,82,20,10,17
1604230,53,13,1960,8,female,20,20,15,17
2050464,64,30,1949,5,female,1171,20,10,17
2165487,42,8,1971,7,male,504,19,3,17
1139210,22,17,1991,10,female,529,19,13,17
1328611,33,31,1980,10,male,347,19,7,17
1938378,20,1,1993,1,male,49,19,18,17
1591170,43,23,1970,9,male,187,20,19,17
2098371,23,3,1990,3,male,69,20,19,17
2029557,53,4,1960,4,male,10,19,18,17
1376080,54,25,1959,12,female,50,20,13,17
1156871,58,2,1955,2,NA,1822,19,10,17
1707946,52,19,1961,7,female,124,20,12,18
1485249,23,3,1990,9,female,25,19,12,18
1443568,31,25,1982,9,male,162,19,11,18
1669165,42,1,1971,1,female,545,19,7,18
1584134,46,3,1967,4,male,103,19,15,18
1514922,26,1,1987,7,male,69,19,18,18
1282572,41,15,1972,5,female,450,20,15,18
1032186,52,31,1961,12,male,321,19,15,18
1606385,25,25,1988,3,female,51,20,14,18
1348583,30,4,1983,6,male,19,19,9,18
1355750,29,8,1984,2,male,364,19,12,19
1907648,71,19,1942,4,male,1543,19,6,19
1638995,46,4,1967,7,female,902,20,15,19
1138823,54,6,1959,1,male,78,19,17,19
1159120,28,7,1985,6,female,304,19,9,19
1176602,55,22,1958,7,male,647,20,12,19
1879402,57,2,1956,11,male,1402,20,12,19
1652846,40,14,1973,8,male,242,19,14,20
1061290,20,30,1993,5,female,133,19,14,20
1558440,28,16,1985,5,male,13,19,15,21
1187142,48,22,1965,3,female,94,20,8,21
1179081,67,30,1946,11,female,64,19,15,21
1077274,27,2,1986,5,male,30,20,10,21
1939866,31,26,1982,10,female,605,20,6,21
1957453,14,27,1999,10,male,316,20,9,22
2179604,73,28,1940,1,female,1173,20,8,22
1207121,14,22,1999,4,female,303,19,12,22
1032377,55,24,1958,8,female,601,19,18,22
2122162,108,1,1905,1,female,1850,19,7,22
1024133,22,5,1991,3,male,16,20,17,22
1064788,57,24,1956,6,male,141,20,17,22
1643615,35,28,1978,1,female,346,20,18,22
2047974,70,10,1943,1,female,467,19,17,22
1119045,23,9,1990,12,NA,186,19,12,22
1034805,24,23,1989,11,male,343,19,13,22
1975350,29,20,1984,8,female,226,20,4,22
1779078,31,2,1982,7,male,670,19,11,22
1335283,33,15,1980,6,female,384,19,9,22
1717845,36,26,1977,10,female,25,19,19,22
1714629,31,13,1982,10,male,230,20,20,22
2157988,33,10,1980,6,female,672,19,12,22
1278494,28,10,1985,5,female,559,19,8,23
1392331,24,14,1989,2,female,23,20,15,23
1653088,42,19,1971,1,male,179,19,14,23
1173973,39,19,1974,3,female,728,20,11,23
1975917,43,1,1970,1,female,164,19,14,24
1155660,22,14,1991,7,male,450,20,15,24
1640153,59,5,1954,11,female,731,20,10,24
2130916,49,8,1964,8,female,230,20,11,24
2048533,15,3,1998,2,male,133,20,16,24
1538418,26,1,1987,1,male,923,19,10,24
1664705,65,21,1948,9,male,1821,20,4,24
1038932,28,11,1985,5,male,635,20,18,24
1013542,40,25,1973,8,female,327,19,11,24
1788036,32,7,1981,8,male,647,19,14,24
1279491,24,16,1989,9,female,444,19,9,25
2153267,49,29,1964,5,female,294,20,14,25
1165778,49,1,1964,11,female,408,20,17,25
1839748,58,12,1955,2,female,1341,19,15,25
1024390,69,11,1944,10,male,769,20,5,25
2069630,21,5,1992,7,male,132,19,15,25
1108189,38,15,1975,2,male,70,19,14,25
1055499,49,10,1964,6,female,381,20,7,26
1156757,68,19,1945,10,female,452,20,17,26
1422185,33,20,1980,8,male,367,20,9,26
1070193,26,1,1987,1,female,355,20,12,26
1409376,39,23,1974,2,female,158,19,18,26
2065229,35,30,1978,1,male,258,19,15,26
1670683,59,22,1954,3,male,418,20,15,26
1051447,20,12,1993,8,female,539,19,13,27
1853698,18,18,1995,10,male,497,20,11,27
1284175,23,24,1990,10,male,102,19,17,27
1364632,54,11,1959,11,male,1401,19,4,27
1053083,18,4,1995,9,male,146,19,13,27
1865692,56,15,1957,7,female,1021,19,7,27
1848610,26,1,1987,8,female,522,19,8,27
1776023,40,1,1973,1,male,2,19,18,27
1552111,62,10,1951,7,male,1562,19,9,28
1471888,50,11,1963,7,female,644,19,8,28
1239699,51,9,1962,10,female,248,19,9,28
1443076,108,23,1905,4,female,367,19,11,28
1387275,31,9,1982,9,female,164,19,9,28
1967356,65,20,1948,2,female,661,20,19,29
1594432,69,30,1944,8,female,656,20,9,29
1131820,34,13,1979,10,male,488,19,14,29
1124459,51,12,1962,2,male,431,20,11,29
1085025,24,23,1989,9,male,13,19,15,29
1568956,35,29,1978,9,male,572,19,14,29
1735409,47,3,1966,6,male,162,20,16,29
1728351,18,9,1995,4,female,99,20,18,31
1681983,56,11,1957,7,female,670,20,8,30
1380750,52,25,1961,8,male,240,20,16,31
1390119,25,25,1988,3,female,367,20,14,31
1571613,38,22,1975,1,male,453,19,12,31
1368966,57,22,1956,11,male,12,19,18,30
1603351,25,1,1988,1,male,28,19,15,30
1078439,25,14,1988,5,male,292,20,6,30
1054342,36,10,1977,6,male,485,19,12,30
1103387,66,4,1947,9,female,588,19,10,31
2145454,74,17,1939,3,female,182,20,17,31
1995633,27,3,1986,4,male,249,19,2,30
1514975,24,15,1989,3,male,327,20,13,32
1860210,66,11,1947,5,female,343,20,11,32
2162975,37,20,1976,4,female,626,19,9,32
1709243,55,23,1958,4,female,239,19,11,32
1436933,67,5,1946,5,male,66,19,17,32
1392080,58,25,1955,1,male,747,19,12,33
2114768,57,4,1956,5,male,628,19,10,33
1683575,20,17,1993,11,male,278,19,12,34
1533984,54,17,1959,3,male,22,20,14,34
1441035,19,11,1994,2,female,617,19,6,34
1075688,49,1,1964,1,male,613,19,14,34
1122778,23,19,1990,1,male,138,20,14,34
1667108,25,10,1988,5,female,279,20,11,34
1219792,43,28,1970,12,female,371,20,8,34
1197567,42,29,1971,3,female,265,19,17,34
1652163,16,4,1997,1,male,26,19,12,34
2162629,67,29,1946,11,female,510,20,8,35
1591621,42,9,1971,9,male,138,20,10,36
1227948,42,21,1971,6,female,215,19,12,36
1342363,49,13,1964,11,male,594,20,18,36
1790767,42,15,1971,4,female,44,19,11,35
1332867,46,13,1967,1,female,1414,20,9,37
1010178,23,3,1990,1,male,181,20,18,37
1265609,18,19,1995,8,male,51,19,9,37
1995645,39,6,1974,11,female,162,20,12,37
1332020,24,22,1989,12,female,16,19,18,37
1771388,20,1,1993,1,male,27,19,15,38
1732945,20,14,1993,9,male,133,19,18,39
1479295,34,24,1979,5,female,368,20,11,39
1130789,20,30,1993,3,male,57,20,13,38
1540616,36,30,1977,1,female,482,20,8,38
1587594,53,27,1960,3,male,726,19,9,40
1513605,61,8,1952,10,male,1061,19,15,40
1316272,23,1,1990,1,male,147,19,17,40
1461878,29,2,1984,2,female,221,20,17,40
1270895,72,10,1941,8,male,170,19,13,40
2085945,15,23,1998,11,male,61,19,17,41
1275493,19,14,1994,5,male,309,20,11,42
1247661,29,10,1984,10,male,190,19,5,42
1411260,58,23,1955,1,female,80,20,18,41
1111273,15,1,1998,12,male,52,20,15,41
1203333,43,19,1970,3,female,302,20,16,42
1269893,36,29,1977,12,male,148,20,15,41
1010548,39,21,1974,5,female,466,19,7,42
1222738,25,10,1988,10,male,333,19,13,43
1781343,26,26,1987,1,female,348,20,13,44
1569679,48,27,1965,3,female,182,19,16,44
2073091,18,9,1995,10,male,368,20,15,45
1790446,34,11,1979,3,male,331,19,9,45
1668910,35,7,1978,3,female,62,19,18,45
1038672,30,10,1983,5,male,37,20,18,47
2001909,30,21,1983,10,female,1105,19,13,46
1262734,29,29,1984,3,female,371,19,10,48
1210470,46,20,1967,9,female,413,19,12,48
1613921,19,11,1994,2,male,580,20,15,48
1088569,36,3,1977,8,male,61,20,8,49
1158893,23,10,1990,11,male,406,19,14,48
1973406,26,17,1987,12,male,98,20,20,49
1806663,25,6,1988,1,female,52,20,15,49
1052176,24,5,1989,6,male,139,20,16,50
1136500,51,1,1962,9,male,652,19,9,50
1556467,60,9,1953,10,female,663,19,9,50
1701078,70,9,1943,11,female,104,19,11,50
2182958,102,5,1911,2,male,438,19,11,51
1365082,53,4,1960,10,male,457,19,13,51
1398053,27,1,1986,1,male,88,20,19,50
2159246,35,5,1978,10,male,106,19,18,53
1578513,49,22,1964,7,female,535,20,18,52
1215900,39,15,1974,11,female,642,20,14,52
1664240,19,1,1994,1,male,87,20,10,52
1916090,24,18,1989,11,male,235,20,7,53
1736654,26,7,1987,5,male,221,20,10,52
1227867,40,18,1973,12,female,315,20,8,53
1125496,60,1,1953,1,male,25,19,17,54
1378249,18,17,1995,4,female,511,20,17,55
1370884,27,11,1986,9,male,754,19,14,54
2153261,31,17,1982,4,male,150,19,16,54
2007421,29,10,1984,4,female,401,19,11,55
1206579,37,1,1976,1,female,86,20,13,57
1031292,52,1,1961,8,male,632,20,15,56
1952781,30,11,1983,12,female,548,20,14,58
1925215,53,6,1960,3,female,313,20,15,57
2014400,44,10,1969,1,male,481,20,12,57
1478246,75,17,1938,5,female,452,19,16,60
1825935,28,1,1985,2,female,493,20,14,59
2144910,25,20,1988,2,female,35,20,15,60
1547135,31,8,1982,6,male,43,19,10,59
1345808,48,20,1965,1,female,219,20,15,60
1729645,31,21,1982,1,female,357,20,16,60
1439555,33,14,1980,3,male,293,20,14,59
1533167,40,25,1973,4,female,204,19,8,59
2175702,26,16,1987,2,female,147,19,11,63
1607572,29,1,1984,1,male,110,19,16,62
1693692,56,30,1957,12,female,1028,19,12,63
1632454,28,25,1985,1,male,192,19,13,63
1299602,43,24,1970,5,female,256,19,5,62
1913802,27,27,1986,7,female,693,19,15,65
1984235,22,30,1991,5,female,1185,20,5,65
1786179,26,21,1987,8,male,29,19,15,64
1203116,23,8,1990,8,male,447,19,9,68
1427352,77,16,1936,11,female,893,19,11,66
1463665,67,11,1946,10,female,1976,20,11,68
1052153,59,22,1954,1,male,110,19,10,67
1764522,22,21,1991,10,female,118,19,19,66
1714305,28,2,1985,2,male,243,19,4,67
2126481,60,8,1953,3,female,283,20,17,66
1647770,14,12,1999,4,female,95,19,6,70
1256447,47,26,1966,10,male,1946,20,13,71
2051364,36,16,1977,5,female,20,19,15,70
1251677,43,31,1970,5,male,332,19,14,69
1668508,19,7,1994,3,female,196,19,13,73
1918290,35,23,1978,8,female,184,20,15,73
1522825,56,2,1957,4,male,290,20,12,72
1686628,66,11,1947,7,female,506,19,12,74
1388228,43,14,1970,6,male,269,19,14,77
1180455,43,20,1970,4,female,232,20,14,75
1821084,66,5,1947,10,female,620,19,9,76
1217636,103,28,1910,2,female,911,20,17,77
2107432,108,13,1905,6,female,138,19,17,77
1640337,64,22,1949,9,male,764,19,13,78
1703233,50,9,1963,9,female,181,20,7,83
1015518,26,18,1987,3,male,291,20,16,83
1884750,30,4,1983,10,female,313,19,9,83
1926910,54,28,1959,10,female,613,19,15,87
1387342,66,6,1947,1,female,285,20,18,86
1041153,66,15,1947,10,female,677,20,15,86
2078921,37,20,1976,10,female,74,19,11,86
1244163,18,20,1995,10,male,264,19,13,88
1170181,25,9,1988,9,female,291,20,17,88
1571857,18,15,1995,12,female,2,19,15,93
1740386,21,7,1992,9,female,489,19,6,96
1004536,108,30,1905,9,female,136,20,15,97
